PuntoConteo,Dia,Liviano,Autobuses,C23E,C4E,C5E
500,12/02/2018,33067,314,365,818,979
500,12/02/2019,34166,385,466,943,1112
500,12/03/2015,38365,335,421,995,955
500,12/03/2016,34919,281,442,891,1037
500,12/03/2017,25425,146,295,611,645
500,12/03/2018,33701,329,375,791,1070
500,12/03/2019,34373,362,388,946,1141
500,12/04/2015,27173,146,329,687,409
500,12/04/2016,33103,315,436,868,893
500,12/04/2017,23431,213,329,714,857
500,12/04/2018,29330,340,433,703,979
500,12/04/2019,30480,369,458,730,1009
500,12/05/2015,36869,331,435,1100,904
500,12/05/2016,36969,365,468,986,1010
500,12/05/2017,37412,399,454,924,1160
500,12/05/2018,31816,280,373,804,1052
500,12/05/2019,26278,131,266,609,660
500,12/06/2015,39166,356,423,1000,964
500,12/06/2016,24745,114,211,552,546
500,12/06/2017,32991,279,347,817,980
500,12/06/2018,31221,404,494,781,1119
500,12/06/2019,33980,345,447,814,1221
500,12/07/2015,24100,189,261,593,540
500,12/07/2016,34731,293,409,933,1084
500,12/07/2017,34069,407,459,863,1124
500,12/07/2018,31307,404,475,787,1151
500,12/07/2019,38472,333,428,929,1274
500,12/08/2015,36156,346,447,985,952
500,12/08/2016,36048,356,442,837,1106
500,12/08/2017,33826,264,368,804,1106
500,12/08/2018,25443,118,257,590,644
500,12/08/2019,33277,268,502,754,990
500,12/09/2015,32591,278,480,957,833
500,12/09/2016,30788,286,298,801,932
500,12/09/2017,33365,304,408,810,1109
500,12/09/2018,26864,291,374,917,1124
500,12/09/2019,31604,321,349,582,906
500,12/10/2015,21162,199,263,818,754
500,12/10/2016,33602,308,404,925,1080
500,12/10/2017,35085,364,385,844,1162
500,12/10/2018,25264,271,247,452,742
500,12/10/2019,25286,271,247,452,742
500,12/11/2015,36004,381,509,967,1085
500,12/11/2016,32245,273,420,859,1051
500,12/11/2017,27906,179,241,620,639
500,12/11/2018,7495,30177,263,337,818
500,12/11/2019,27992,179,241,620,639
500,12/12/2015,25112,291,461,846,804
500,12/12/2016,33634,340,380,744,1016
500,12/12/2017,36235,518,548,738,1117
500,12/12/2018,33518,372,494,850,1155
500,12/12/2019,36342,518,548,738,1117
500,13/01/2015,35935,274,396,1053,945
500,13/01/2016,34085,287,413,961,1065
500,13/01/2017,34509,323,423,884,1251
500,13/01/2018,31058,254,361,795,1144
500,13/01/2019,21822,135,241,587,658
500,13/02/2015,40289,300,412,1100,936
500,13/02/2016,34035,285,420,870,1025
500,13/02/2017,33736,260,357,910,1006
500,13/02/2018,34976,340,417,817,1127
500,13/02/2019,34777,377,424,912,1203
500,13/03/2015,39744,352,443,1050,1039
500,13/03/2016,27457,150,281,662,593
500,13/03/2017,34324,334,397,792,1020
500,13/03/2018,35088,344,390,894,1136
500,13/03/2019,35146,385,410,997,1167
500,13/04/2015,33865,276,381,952,826
500,13/04/2016,35729,357,432,918,1067
500,13/04/2017,17149,114,216,437,599
500,13/04/2018,32997,447,507,814,1110
500,13/04/2019,30921,237,368,846,1083
500,13/05/2015,36392,286,367,1041,854
500,13/05/2016,37601,370,437,896,1105
500,13/05/2017,33748,274,365,868,1079
500,13/05/2018,24992,97,194,566,649
500,13/05/2019,30322,313,370,780,1036
500,13/06/2015,36285,250,412,979,863
500,13/06/2016,32352,283,392,800,952
500,13/06/2017,33854,340,431,842,1205
500,13/06/2018,31526,389,458,777,1074
500,13/06/2019,34916,344,397,908,1199
500,13/07/2015,32273,275,365,851,872
500,13/07/2016,35412,298,471,886,1090
500,13/07/2017,35837,361,423,909,1093
500,13/07/2018,31542,370,467,841,1145
500,13/07/2019,33088,294,378,815,1175
500,13/08/2015,36584,305,450,1003,944
500,13/08/2016,35568,252,437,844,1052
500,13/08/2017,24780,131,220,600,637
500,13/08/2018,30631,295,423,761,1006
500,13/08/2019,35862,289,502,910,1114
500,13/09/2015,25508,166,281,681,504
500,13/09/2016,34045,340,373,915,1068
500,13/09/2017,33073,306,396,788,1075
500,13/09/2018,28863,270,367,852,1058
500,13/09/2019,37353,350,382,790,1072
500,13/10/2015,33000,283,360,897,983
500,13/10/2016,34421,332,381,937,1140
500,13/10/2017,36914,369,470,847,1178
500,13/10/2018,23972,186,243,420,667
500,13/10/2019,23991,186,243,420,667
500,13/11/2015,38604,413,517,947,1090
500,13/11/2016,25983,137,238,591,617
500,13/11/2017,32280,344,349,727,1007
500,13/11/2018,6761,29957,330,560,827
500,13/11/2019,32374,344,349,727,1007
500,13/12/2015,25042,168,330,607,566
500,13/12/2016,36034,312,443,865,1162
500,13/12/2017,35166,505,506,696,1096
500,13/12/2018,30212,417,519,729,1067
500,13/12/2019,35272,505,506,696,1096
500,14/01/2015,36725,293,424,1001,965
500,14/01/2016,34455,305,438,1011,1054
500,14/01/2017,30499,234,365,845,1009
500,14/01/2018,22908,151,213,519,666
500,14/01/2019,30608,270,355,821,1063
500,14/02/2015,36488,246,393,1026,932
500,14/02/2016,28167,135,277,648,558
500,14/02/2017,36584,362,428,946,1162
500,14/02/2018,35220,386,471,774,1130
500,14/02/2019,35762,339,438,971,1108
500,14/03/2015,37691,336,407,1047,912
500,14/03/2016,32636,272,383,812,930
500,14/03/2017,37335,368,464,962,1177
500,14/03/2018,34616,405,519,781,1126
500,14/03/2019,35901,394,438,952,1125
500,14/04/2015,37447,335,453,1061,910
500,14/04/2016,35991,290,394,1000,1084
500,14/04/2017,13097,75,104,187,256
500,14/04/2018,33552,265,426,786,1110
500,14/04/2019,22428,124,279,616,642
500,14/05/2015,35180,303,425,950,895
500,14/05/2016,36837,243,402,919,1043
500,14/05/2017,25126,135,262,580,544
500,14/05/2018,29215,305,408,680,1000
500,14/05/2019,33810,335,431,869,1160
500,14/06/2015,26384,149,256,650,408
500,14/06/2016,35486,310,429,907,1064
500,14/06/2017,33920,380,450,830,1058
500,14/06/2018,31557,401,476,822,1131
500,14/06/2019,36041,347,458,870,1237
500,14/07/2015,35891,321,440,957,998
500,14/07/2016,35903,327,470,959,1061
500,14/07/2017,36731,422,498,869,1166
500,14/07/2018,30240,235,341,841,1086
500,14/07/2019,25242,131,262,598,662
500,14/08/2015,38710,371,466,936,1024
500,14/08/2016,26200,134,264,597,628
500,14/08/2017,32481,284,329,699,1040
500,14/08/2018,29733,389,443,770,1124
500,14/08/2019,35686,375,540,801,1084
500,14/09/2015,29630,253,314,930,847
500,14/09/2016,34774,395,452,867,1051
500,14/09/2017,34572,395,489,772,1099
500,14/09/2018,31661,299,388,885,1095
500,14/09/2019,33147,292,388,885,1095
500,14/10/2015,35032,351,429,977,1027
500,14/10/2016,34539,332,407,868,1124
500,14/10/2017,33130,282,406,857,1100
500,14/10/2018,18185,111,164,327,377
500,14/10/2019,18197,111,164,327,377
500,14/11/2015,34376,291,438,938,1044
500,14/11/2016,32407,300,389,795,973
500,14/11/2017,35176,418,436,841,1151
500,14/11/2018,6580,30253,351,431,771
500,14/11/2019,35278,418,436,841,1151
500,14/12/2015,37299,316,412,922,996
500,14/12/2016,36456,335,395,845,1145
500,14/12/2017,34435,481,563,708,1126
500,14/12/2018,31074,381,498,770,1121
500,14/12/2019,34537,481,563,708,1126
500,15/01/2015,36856,285,425,1042,960
500,15/01/2016,35642,298,428,981,1110
500,15/01/2017,24559,143,262,567,640
500,15/01/2018,31690,305,352,719,1015
500,15/01/2019,32336,318,502,954,1197
500,15/02/2015,28891,193,285,756,491
500,15/02/2016,33461,266,363,843,910
500,15/02/2017,37555,339,419,878,1194
500,15/02/2018,35610,326,421,832,1142
500,15/02/2019,36622,370,439,885,1136
500,15/03/2015,28825,179,293,703,497
500,15/03/2016,36155,349,462,898,1060
500,15/03/2017,37901,369,442,921,1144
500,15/03/2018,34000,424,533,746,1120
500,15/03/2019,35740,435,482,823,1247
500,15/04/2015,37789,331,409,1056,943
500,15/04/2016,38405,375,466,919,1092
500,15/04/2017,17151,102,228,443,609
500,15/04/2018,28584,133,225,575,683
500,15/04/2019,27193,247,318,799,976
500,15/05/2015,40464,344,400,1069,947
500,15/05/2016,26641,139,249,586,590
500,15/05/2017,34088,312,380,859,982
500,15/05/2018,31847,389,492,747,1130
500,15/05/2019,35886,367,416,859,1165
500,15/06/2015,35269,271,395,939,835
500,15/06/2016,37236,363,465,814,1102
500,15/06/2017,35291,347,430,886,1081
500,15/06/2018,31526,379,458,754,1118
500,15/06/2019,33349,297,415,862,1054
500,15/07/2015,35927,293,450,1023,952
500,15/07/2016,38070,347,459,870,1131
500,15/07/2017,33256,305,421,881,1083
500,15/07/2018,24887,128,215,576,626
500,15/07/2019,30468,261,346,853,1064
500,15/08/2015,30786,249,373,828,751
500,15/08/2016,22254,127,262,569,598
500,15/08/2017,24770,179,278,539,813
500,15/08/2018,25037,179,329,608,763
500,15/08/2019,26301,218,338,626,908
500,15/09/2015,20917,148,350,730,621
500,15/09/2016,22945,183,287,631,698
500,15/09/2017,23862,196,263,609,852
500,15/09/2018,24675,176,305,692,857
500,15/09/2019,22787,95,305,692,857
500,15/10/2015,35783,290,436,932,1012
500,15/10/2016,32060,207,380,859,1051
500,15/10/2017,26255,147,226,628,656
500,15/10/2018,15769,118,164,317,466
500,15/10/2019,15779,118,164,317,466
500,15/11/2015,28848,185,294,692,592
500,15/11/2016,35305,375,432,856,1151
500,15/11/2017,37759,408,449,808,1108
500,15/11/2018,6477,32224,351,479,780
500,15/11/2019,37871,408,449,808,1108
500,15/12/2015,38787,287,437,955,1188
500,15/12/2016,34193,395,531,818,1101
500,15/12/2017,33165,498,561,683,1126
500,15/12/2018,24101,229,284,727,969
500,15/12/2019,33266,498,561,683,1126
500,16/01/2015,39102,293,412,1080,979
500,16/01/2016,32423,265,383,927,977
500,16/01/2017,32435,261,338,776,1014
500,16/01/2018,35396,348,402,811,1150
500,16/01/2019,34723,301,372,895,1217
500,16/02/2015,34881,278,404,984,893
500,16/02/2016,35424,329,405,945,1055
500,16/02/2017,37516,379,426,964,1150
500,16/02/2018,36911,401,427,788,1204
500,16/02/2019,32261,266,385,861,1073
500,16/03/2015,35126,291,364,983,849
500,16/03/2016,37078,382,453,869,1078
500,16/03/2017,37024,369,421,897,1182
500,16/03/2018,35334,400,514,801,1138
500,16/03/2019,34434,283,445,877,1124
500,16/04/2015,38553,330,392,1070,964
500,16/04/2016,36936,259,406,928,1044
500,16/04/2017,19520,117,266,517,710
500,16/04/2018,31854,345,405,760,1006
500,16/04/2019,28575,290,335,831,1123
500,16/05/2015,36943,265,397,993,902
500,16/05/2016,32462,256,367,791,909
500,16/05/2017,36974,367,421,950,1094
500,16/05/2018,31355,405,492,755,1093
500,16/05/2019,35365,359,402,864,1202
500,16/06/2015,38211,365,419,1039,938
500,16/06/2016,36811,353,486,850,1050
500,16/06/2017,36076,359,427,799,1153
500,16/06/2018,32009,262,405,792,1036
500,16/06/2019,26255,131,205,606,683
500,16/07/2015,37369,321,451,939,1004
500,16/07/2016,34583,275,446,868,1066
500,16/07/2017,28408,137,291,617,596
500,16/07/2018,28948,251,354,809,1026
500,16/07/2019,34982,310,381,886,1256
500,16/08/2015,24674,126,218,668,446
500,16/08/2016,33630,270,381,837,959
500,16/08/2017,34181,302,330,779,1010
500,16/08/2018,28559,323,396,658,951
500,16/08/2019,33211,308,409,783,1032
500,16/09/2015,33034,249,404,880,854
500,16/09/2016,30732,251,314,819,894
500,16/09/2017,24398,163,290,738,879
500,16/09/2018,24645,113,211,588,591
500,16/09/2019,32300,295,211,588,591
500,16/10/2015,37115,348,434,987,1045
500,16/10/2016,23954,136,263,601,623
500,16/10/2017,23952,187,318,707,810
500,16/10/2018,22399,184,226,410,666
500,16/10/2019,22416,184,226,410,666
500,16/11/2015,32708,319,376,881,931
500,16/11/2016,36152,383,478,911,1140
500,16/11/2017,38567,415,459,816,1151
500,16/11/2018,6499,33539,381,438,792
500,16/11/2019,38685,415,459,816,1151
500,16/12/2015,37631,331,469,958,1103
500,16/12/2016,34514,426,477,820,1188
500,16/12/2017,25021,306,402,629,868
500,16/12/2018,23351,124,306,557,607
500,16/12/2019,25097,306,402,629,868
500,17/01/2015,34784,257,393,961,859
500,17/01/2016,26117,162,252,641,583
500,17/01/2017,34455,278,401,864,1137
500,17/01/2018,34800,323,410,810,1148
500,17/01/2019,34024,288,416,937,1144
500,17/02/2015,37097,324,499,1024,975
500,17/02/2016,36645,352,466,957,1048
500,17/02/2017,37679,435,489,908,1190
500,17/02/2018,33193,254,413,793,1068
500,17/02/2019,25325,152,257,628,597
500,17/03/2015,37342,315,433,1004,981
500,17/03/2016,38334,331,464,905,1069
500,17/03/2017,37937,392,463,852,1173
500,17/03/2018,34774,344,435,840,1120
500,17/03/2019,27027,163,299,617,722
500,17/04/2015,40099,354,477,1011,1001
500,17/04/2016,30216,157,264,618,609
500,17/04/2017,29943,237,325,831,1067
500,17/04/2018,31824,421,518,734,1125
500,17/04/2019,27122,277,315,848,1183
500,17/05/2015,27194,158,290,706,444
500,17/05/2016,34351,335,433,827,1085
500,17/05/2017,36586,444,489,901,1117
500,17/05/2018,31290,423,505,749,1080
500,17/05/2019,36088,402,463,843,1184
500,17/06/2015,38769,327,395,1031,949
500,17/06/2016,38064,384,453,826,1100
500,17/06/2017,34157,261,402,825,1006
500,17/06/2018,23835,137,220,545,644
500,17/06/2019,32349,271,347,821,1083
500,17/07/2015,37740,384,471,965,984
500,17/07/2016,29795,174,315,614,648
500,17/07/2017,32409,283,369,803,1001
500,17/07/2018,29442,338,412,831,1093
500,17/07/2019,35288,263,404,895,1256
500,17/08/2015,32450,278,423,882,888
500,17/08/2016,35232,335,434,933,1083
500,17/08/2017,36133,382,426,793,1143
500,17/08/2018,32428,390,469,763,1137
500,17/08/2019,32022,251,358,839,1085
500,17/09/2015,35722,304,459,910,985
500,17/09/2016,30101,216,323,908,988
500,17/09/2017,21548,117,173,574,716
500,17/09/2018,27530,212,327,836,948
500,17/09/2019,36673,333,327,836,948
500,17/10/2015,34417,263,362,948,933
500,17/10/2016,22570,161,351,656,752
500,17/10/2017,32781,344,373,799,1045
500,17/10/2018,25785,225,215,446,737
500,17/10/2019,25809,225,215,446,737
500,17/11/2015,35093,344,451,962,1090
500,17/11/2016,36295,379,440,871,1139
500,17/11/2017,39395,413,460,776,1179
500,17/11/2018,7058,31863,304,430,799
500,17/11/2019,39514,413,460,776,1179
500,17/12/2015,38309,355,527,936,1113
500,17/12/2016,25753,283,385,669,973
500,17/12/2017,24569,204,376,545,728
500,17/12/2018,32320,266,384,788,1055
500,17/12/2019,24645,204,376,545,728
500,18/01/2015,26096,166,251,676,548
500,18/01/2016,32982,256,352,918,937
500,18/01/2017,32594,335,420,821,1158
500,18/01/2018,34298,329,425,801,1156
500,18/01/2019,35134,338,394,970,1180
500,18/02/2015,37450,307,428,1012,959
500,18/02/2016,34996,346,471,920,1018
500,18/02/2017,35293,303,417,915,1116
500,18/02/2018,26183,139,250,608,686
500,18/02/2019,32569,274,358,857,1033
500,18/03/2015,37469,335,424,1038,974
500,18/03/2016,38537,438,514,852,1085
500,18/03/2017,34723,318,419,861,1109
500,18/03/2018,30939,180,302,596,682
500,18/03/2019,32955,300,348,869,1045
500,18/04/2015,37258,269,383,1066,807
500,18/04/2016,33347,272,391,859,966
500,18/04/2017,34212,378,411,892,1142
500,18/04/2018,32664,459,481,812,1151
500,18/04/2019,17689,114,186,431,657
500,18/05/2015,33669,256,353,897,829
500,18/05/2016,36111,326,448,866,1077
500,18/05/2017,35390,384,424,855,1168
500,18/05/2018,32305,407,476,707,1178
500,18/05/2019,33224,282,393,825,1043
500,18/06/2015,37934,365,506,916,994
500,18/06/2016,35468,251,361,808,999
500,18/06/2017,25263,113,232,569,662
500,18/06/2018,28480,275,355,785,1010
500,18/06/2019,33793,338,389,945,1188
500,18/07/2015,33754,286,398,999,936
500,18/07/2016,33674,253,386,908,965
500,18/07/2017,35067,315,387,907,1121
500,18/07/2018,30292,313,442,797,1133
500,18/07/2019,37096,311,411,930,1280
500,18/08/2015,34612,368,460,990,966
500,18/08/2016,36158,331,411,932,1067
500,18/08/2017,36625,410,406,817,1178
500,18/08/2018,31117,218,389,827,1035
500,18/08/2019,25309,115,229,596,721
500,18/09/2015,36500,338,506,883,997
500,18/09/2016,24847,113,257,621,593
500,18/09/2017,30494,340,355,809,1088
500,18/09/2018,27345,247,320,733,940
500,18/09/2019,37684,323,320,733,940
500,18/10/2015,28413,160,272,700,535
500,18/10/2016,31383,298,371,829,1000
500,18/10/2017,34857,346,424,816,1186
500,18/10/2018,26575,229,234,448,708
500,18/10/2019,26600,229,234,448,708
500,18/11/2015,35374,358,434,978,1069
500,18/11/2016,37493,400,439,909,1085
500,18/11/2017,36868,334,361,910,1016
500,18/11/2018,8170,26305,165,277,611
500,18/11/2019,36977,334,361,910,1016
500,18/12/2015,40783,371,508,972,1137
500,18/12/2016,23312,190,298,540,762
500,18/12/2017,36725,391,502,724,1012
500,18/12/2018,33245,360,405,867,1204
500,18/12/2019,36832,391,502,724,1012
500,19/01/2015,33546,266,387,959,866
500,19/01/2016,34778,290,429,935,1091
500,19/01/2017,34417,310,407,869,1112
500,19/01/2018,35463,357,417,792,1210
500,19/01/2019,30299,254,382,814,1179
500,19/02/2015,37805,285,437,1000,973
500,19/02/2016,37582,354,433,972,1015
500,19/02/2017,27133,198,305,651,713
500,19/02/2018,33772,302,350,803,1028
500,19/02/2019,34476,303,414,935,1149
500,19/03/2015,38960,347,475,1069,920
500,19/03/2016,35721,257,423,897,1058
500,19/03/2017,29201,194,339,651,659
500,19/03/2018,32652,359,455,757,1000
500,19/03/2019,36013,382,418,940,1158
500,19/04/2015,28931,190,289,699,492
500,19/04/2016,35927,287,444,929,1053
500,19/04/2017,35030,336,433,894,1137
500,19/04/2018,32684,459,484,791,1147
500,19/04/2019,12472,90,86,153,324
500,19/05/2015,37447,318,386,1048,929
500,19/05/2016,37027,342,425,911,1072
500,19/05/2017,37111,384,456,852,1150
500,19/05/2018,32745,250,421,785,1052
500,19/05/2019,22650,137,198,520,548
500,19/06/2015,39953,375,466,1012,991
500,19/06/2016,26597,139,247,558,581
500,19/06/2017,33516,215,347,830,977
500,19/06/2018,30723,299,386,858,1076
500,19/06/2019,33852,350,477,882,1241
500,19/07/2015,29033,191,272,679,517
500,19/07/2016,34498,311,406,889,1125
500,19/07/2017,35808,316,330,938,1114
500,19/07/2018,30727,334,426,787,1107
500,19/07/2019,38307,399,459,915,1304
500,19/08/2015,35334,363,489,911,988
500,19/08/2016,36884,355,436,875,1101
500,19/08/2017,32146,282,397,822,1089
500,19/08/2018,25849,120,239,623,624
500,19/08/2019,31854,267,313,823,1097
500,19/09/2015,32888,257,442,985,882
500,19/09/2016,31490,286,370,840,954
500,19/09/2017,33230,336,371,820,1138
500,19/09/2018,25228,201,212,424,686
500,19/09/2019,36353,377,212,424,686
500,19/10/2015,34077,306,354,950,923
500,19/10/2016,32985,374,431,862,1095
500,19/10/2017,36474,335,428,868,1112
500,19/10/2018,25755,252,229,448,744
500,19/10/2019,25776,252,229,448,744
500,19/11/2015,37384,338,472,1010,1099
500,19/11/2016,34393,309,495,927,980
500,19/11/2017,33006,181,276,603,670
500,19/11/2018,7180,29867,293,413,734
500,19/11/2019,33107,181,276,603,670
500,19/12/2015,36423,279,465,962,1141
500,19/12/2016,35177,277,400,805,1016
500,19/12/2017,33640,436,541,749,1160
500,19/12/2018,35233,347,411,862,1215
500,19/12/2019,33740,436,541,749,1160
500,20/01/2015,36434,271,403,1036,947
500,20/01/2016,35188,284,423,966,1093
500,20/01/2017,35507,305,391,896,1176
500,20/01/2018,32740,259,380,828,1066
500,20/01/2019,24071,143,232,623,642
500,20/02/2015,40230,368,450,1060,952
500,20/02/2016,34293,288,456,952,990
500,20/02/2017,34649,345,388,893,1143
500,20/02/2018,35090,323,406,898,1147
500,20/02/2019,35856,320,395,963,1154
500,20/03/2015,37391,316,427,980,893
500,20/03/2016,27274,157,282,627,688
500,20/03/2017,34087,317,345,850,1042
500,20/03/2018,31271,432,525,718,1084
500,20/03/2019,36260,330,388,937,1174
500,20/04/2015,34714,260,383,928,818
500,20/04/2016,36653,340,434,981,1073
500,20/04/2017,35928,375,460,863,1169
500,20/04/2018,34747,445,478,813,1170
500,20/04/2019,17223,175,232,458,639
500,20/05/2015,38008,317,379,1044,950
500,20/05/2016,38291,377,494,860,1103
500,20/05/2017,33321,251,391,851,1040
500,20/05/2018,23015,99,193,476,503
500,20/05/2019,32049,334,404,781,1072
500,20/06/2015,35362,282,407,945,910
500,20/06/2016,33197,276,352,819,926
500,20/06/2017,34604,331,426,841,1152
500,20/06/2018,32000,325,464,869,1083
500,20/06/2019,31726,412,492,836,1168
500,20/07/2015,32291,245,372,993,825
500,20/07/2016,34558,314,423,852,1094
500,20/07/2017,35917,299,377,883,1098
500,20/07/2018,33047,385,465,793,1169
500,20/07/2019,33010,251,381,913,1029
500,20/08/2015,34437,339,453,1007,1006
500,20/08/2016,33628,262,418,893,984
500,20/08/2017,25777,121,246,571,626
500,20/08/2018,29647,316,371,787,999
500,20/08/2019,36260,403,500,837,1195
500,20/09/2015,25341,149,236,683,469
500,20/09/2016,33583,338,420,851,1110
500,20/09/2017,35407,365,415,835,1169
500,20/09/2018,25524,209,239,451,670
500,20/09/2019,37398,390,239,451,670
500,20/10/2015,34994,342,462,936,1042
500,20/10/2016,33016,378,485,815,1044
500,20/10/2017,35845,370,423,777,1198
500,20/10/2018,24270,143,222,433,665
500,20/10/2019,24290,143,222,433,665
500,20/11/2015,37457,370,463,993,1111
500,20/11/2016,26848,195,279,599,643
500,20/11/2017,36598,406,478,724,980
500,20/11/2018,6844,31472,351,445,812
